1/2/2016,,0,0,,0,0,,0,0,,0,0
1/3/2016,,,,,,,,,,,,
1/4/2016,,,,,,,,,,,,
1/5/2016, ,,, ,,, ,,, ,,
1/6/2016,,,,,,,,,,,,
1/7/2016,,,,,,,,,,,,
1/8/2016,,,,,,,,,,,,
1/9/2016,,,"1,200.00",,,,,,57,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
